,title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Has_Service_History,Mileage,Car_Age,Engine_Bin,Mileage_per_Year,Log_Price,Log_Mileage,Age_Band,title_lower,Is_Premium,Brand,Model,Usage_Level,Expected_Mileage,Mileage_Delta,Owners_per_Year,Price_per_Seat,Price_per_Year_Age,Door_Category,Is_Family_Car,Brand_Avg_Price,Model_Avg_Price,Engine_per_Seat,Car_Age_Squared,Premium_Age
106,MINI Hatch,1395,99911,2003,4,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 3,0,99911,20,Medium (1.4–2.0L),4995.55,7.240649694255466,11.512035068685082,10+,mini hatch,0,Mini,Hatch,Low,180000,-80089,0.2,348.75,66.42857142857143,Small,0,6480.1752577319585,6124.846153846154,0.4,400,0
107,MINI Hatch,2490,46000,2007,3,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 4,0,46000,16,Medium (1.4–2.0L),2875.0,7.820037989458753,10.736396675471232,10+,mini hatch,0,Mini,Hatch,Low,144000,-98000,0.1875,622.5,146.47058823529412,Small,0,6480.1752577319585,6124.846153846154,0.4,256,0
108,Vauxhall Astra,2895,120000,2014,3,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,1,120000,9,Medium (1.4–2.0L),13333.333333333334,7.970740390007095,11.695247021764184,6-10,vauxhall astra,0,Vauxhall,Astra,High,81000,39000,0.3333333333333333,579.0,289.5,Family,1,4633.5329670329675,3344.948051948052,0.32,81,0
109,Vauxhall Antara,3289,79000,2012,3,Diesel,SUV,2.2,Manual,5.0,5.0,Euro 5,0,79000,11,Large (2.0–3.0L),7181.818181818182,8.098338846189057,11.27720313144916,10+,vauxhall antara,0,Vauxhall,Antara,Normal,99000,-20000,0.2727272727272727,657.8,274.0833333333333,Family,1,4633.5329670329675,4206.0,0.44000000000000006,121,0
110,Vauxhall Insignia,3799,114000,2014,3,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5,1,114000,9,Medium (1.4–2.0L),12666.666666666666,8.242493153187626,11.643953727376633,6-10,vauxhall insignia,0,Vauxhall,Insignia,High,81000,33000,0.3333333333333333,759.8,379.9,Family,1,4633.5329670329675,3644.3333333333335,0.36,81,0
111,Peugeot 207,2945,66000,2008,3,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4,0,66000,15,Medium (1.4–2.0L),4400.0,7.987864096085687,11.097410021008562,10+,peugeot 207,0,Peugeot,207,Low,135000,-69000,0.2,589.0,184.0625,Family,1,5463.955102040816,1680.4255319148936,0.32,225,0
112,Nissan Note,2499,65000,2009,3,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,0,65000,14,Small (≤1.4L),4642.857142857143,7.823645930834952,11.082142548877775,10+,nissan note,0,Nissan,Note,Low,126000,-61000,0.21428571428571427,499.8,166.6,Family,1,6807.666666666667,3334.25,0.27999999999999997,196,0
113,Ford Focus,798,140599,2008,3,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,0,140599,15,Medium (1.4–2.0L),9373.266666666666,6.682108597449809,11.853667145957875,10+,ford focus,0,Ford,Focus,Normal,135000,5599,0.2,159.6,49.875,Family,1,4866.40931372549,4982.664596273292,0.32,225,0
114,KIA Sportage,10198,50028,2016,3,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6,0,50028,7,Medium (1.4–2.0L),7146.857142857143,9.2299469016151,10.820338127668798,6-10,kia sportage,0,Kia,Sportage,Normal,63000,-12972,0.42857142857142855,2039.6,1274.75,Family,1,7702.641975308642,9053.39393939394,0.32,49,0
115,MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6,0,46923,6,Medium (1.4–2.0L),7820.5,9.210340371976184,10.756263239342351,3-6,mini hatch,0,Mini,Hatch,Normal,54000,-7077,0.5,2500.0,1428.5714285714287,Small,0,6480.1752577319585,6124.846153846154,0.375,36,0
116,SEAT Ibiza,2799,99061,2011,3,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,0,99061,12,Small (≤1.4L),8255.083333333334,7.937017489515454,11.50349110098326,10+,seat ibiza,0,Seat,Ibiza,Normal,108000,-8939,0.25,559.8,215.30769230769232,Small,1,4776.627118644068,3965.911111111111,0.24,144,0
117,Mercedes-Benz A Class,995,184000,2009,3,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 4,0,184000,14,Medium (1.4–2.0L),13142.857142857143,6.902742737158593,12.122691036591123,10+,mercedes-benz a class,1,Mercedes,A Class,High,126000,58000,0.21428571428571427,199.0,66.33333333333333,Family,1,7747.066666666667,12670.9,0.4,196,14
118,BMW 5 Series,2950,139000,2004,3,Petrol,Saloon,3.0,Automatic,4.0,5.0,Euro 3,0,139000,19,Large (2.0–3.0L),7315.789473684211,7.989560449333865,11.842229212112828,10+,bmw 5 series,1,Bmw,5 Series,Normal,171000,-32000,0.15789473684210525,590.0,147.5,Sedan,1,8348.596226415095,5590.0526315789475,0.6,361,19
119,Honda Cr-v,1389,120000,1999,3,Petrol,SUV,2.0,Automatic,5.0,5.0,Euro 3,0,120000,24,Medium (1.4–2.0L),5000.0,7.236339342754344,11.695247021764184,,honda cr-v,0,Honda,Cr-v,Low,216000,-96000,0.125,277.8,55.56,Family,1,3825.2115384615386,5059.888888888889,0.4,576,0
120,Proton Savvy,990,85000,2007,3,Petrol,Hatchback,1.2,Manual,5.0,4.0,Euro 4,0,85000,16,Small (≤1.4L),5312.5,6.897704943128636,11.350406535472453,10+,proton savvy,0,Proton,Savvy,Normal,144000,-59000,0.1875,247.5,58.23529411764706,Family,0,2226.6666666666665,1342.5,0.3,256,0
121,Vauxhall Corsa,1850,93000,2009,4,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,0,93000,14,Small (≤1.4L),6642.857142857143,7.52294091807237,11.440354772135393,10+,vauxhall corsa,0,Vauxhall,Corsa,Normal,126000,-33000,0.2857142857142857,370.0,123.33333333333333,Family,1,4633.5329670329675,4975.198198198198,0.27999999999999997,196,0
122,Peugeot 207,1990,51116,2008,3,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,0,51116,15,Small (≤1.4L),3407.733333333333,7.595889917718538,10.841852838728594,10+,peugeot 207,0,Peugeot,207,Low,135000,-83884,0.2,398.0,124.375,Family,1,5463.955102040816,1680.4255319148936,0.27999999999999997,225,0
123,MINI Hatch,2695,69000,2005,3,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 3,0,69000,18,Medium (1.4–2.0L),3833.3333333333335,7.899153483343097,11.141861783579396,10+,mini hatch,0,Mini,Hatch,Low,162000,-93000,0.16666666666666666,673.75,141.8421052631579,Small,0,6480.1752577319585,6124.846153846154,0.4,324,0
124,Nissan Micra,1895,111998,2007,2,Petrol,Hatchback,1.2,Automatic,3.0,5.0,Euro 4,0,111998,16,Small (≤1.4L),6999.875,7.546974117516527,11.626236292974934,10+,nissan micra,0,Nissan,Micra,Normal,144000,-32002,0.125,379.0,111.47058823529412,Small,1,6807.666666666667,4164.666666666667,0.24,256,0
125,Vauxhall Astra,1995,93101,2008,6,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,0,93101,15,Medium (1.4–2.0L),6206.733333333334,7.598399329323964,11.441440204346033,10+,vauxhall astra,0,Vauxhall,Astra,Normal,135000,-41899,0.4,399.0,124.6875,Family,1,4633.5329670329675,3344.948051948052,0.32,225,0
126,Ford Focus,2950,105000,2011,3,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,0,105000,12,Medium (1.4–2.0L),8750.0,7.989560449333865,11.56171562913966,10+,ford focus,0,Ford,Focus,Normal,108000,-3000,0.25,590.0,226.92307692307693,Family,1,4866.40931372549,4982.664596273292,0.32,144,0
127,MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6,0,46923,6,Medium (1.4–2.0L),7820.5,9.210340371976184,10.756263239342351,3-6,mini hatch,0,Mini,Hatch,Normal,54000,-7077,0.5,2500.0,1428.5714285714287,Small,0,6480.1752577319585,6124.846153846154,0.375,36,0
128,KIA Sportage,10198,50028,2016,3,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6,0,50028,7,Medium (1.4–2.0L),7146.857142857143,9.2299469016151,10.820338127668798,6-10,kia sportage,0,Kia,Sportage,Normal,63000,-12972,0.42857142857142855,2039.6,1274.75,Family,1,7702.641975308642,9053.39393939394,0.32,49,0
129,Fiat Panda,1395,45000,2010,3,Petrol,Hatchback,1.1,Manual,5.0,4.0,Euro 4,0,45000,13,Small (≤1.4L),3461.5384615384614,7.240649694255466,10.714417768752456,10+,fiat panda,0,Fiat,Panda,Low,117000,-72000,0.23076923076923078,348.75,99.64285714285714,Family,0,4115.359223300971,1936.0,0.275,169,0
130,BMW 3 Series,2495,74325,2007,3,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 4,0,74325,16,Medium (1.4–2.0L),4645.3125,7.822044008185619,11.216202647866298,10+,bmw 3 series,1,Bmw,3 Series,Low,144000,-69675,0.1875,499.0,146.76470588235293,Sedan,1,8348.596226415095,7892.3490566037735,0.4,256,16
131,Vauxhall Corsa,1498,102329,2007,3,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,0,102329,16,Small (≤1.4L),6395.5625,7.311886164077165,11.535948391727764,10+,vauxhall corsa,0,Vauxhall,Corsa,Normal,144000,-41671,0.1875,299.6,88.11764705882354,Small,1,4633.5329670329675,4975.198198198198,0.2,256,0
132,Mazda Mazda2,2495,97000,2008,2,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 4,1,97000,15,Medium (1.4–2.0L),6466.666666666667,7.822044008185619,11.48246625748552,10+,mazda mazda2,0,Mazda,Mazda2,Normal,135000,-38000,0.13333333333333333,499.0,155.9375,Family,1,5383.35294117647,3184.0714285714284,0.3,225,0
133,Vauxhall Insignia,1949,113000,2011,3,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,0,113000,12,Medium (1.4–2.0L),9416.666666666666,7.575071699507561,11.635143097694478,10+,vauxhall insignia,0,Vauxhall,Insignia,Normal,108000,5000,0.25,389.8,149.92307692307693,Family,1,4633.5329670329675,3644.3333333333335,0.4,144,0
134,Vauxhall Corsa,2700,84000,2014,3,Diesel,Hatchback,1.3,Manual,5.0,5.0,Euro 5,0,84000,9,Small (≤1.4L),9333.333333333334,7.90100705199242,11.33857207782545,6-10,vauxhall corsa,0,Vauxhall,Corsa,Normal,81000,3000,0.3333333333333333,540.0,270.0,Family,1,4633.5329670329675,4975.198198198198,0.26,81,0
135,Renault Megane,1990,43000,2007,3,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,0,43000,16,Small (≤1.4L),2687.5,7.595889917718538,10.668955394675699,10+,renault megane,0,Renault,Megane,Low,144000,-101000,0.1875,398.0,117.05882352941177,Small,1,5641.379310344828,3809.8571428571427,0.27999999999999997,256,0
136,Renault Clio,1400,92000,2006,1,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,0,92000,17,Small (≤1.4L),5411.764705882353,7.24422751560335,11.429543856031177,10+,renault clio,0,Renault,Clio,Normal,153000,-61000,0.058823529411764705,280.0,77.77777777777777,Family,1,5641.379310344828,6176.742857142857,0.27999999999999997,289,0
137,Hyundai i20,1500,100600,2010,4,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,0,100600,13,Small (≤1.4L),7738.461538461538,7.313220387090301,11.518907536647776,10+,hyundai i20,0,Hyundai,i20,Normal,117000,-16400,0.3076923076923077,300.0,107.14285714285714,Family,1,4997.118279569892,3352.9583333333335,0.24,169,0
138,Ford Focus,2995,100000,2012,3,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,0,100000,11,Medium (1.4–2.0L),9090.90909090909,8.00469951054955,11.512925464970229,10+,ford focus,0,Ford,Focus,Normal,99000,1000,0.2727272727272727,599.0,249.58333333333334,Family,1,4866.40931372549,4982.664596273292,0.32,121,0
139,Peugeot 207,999,111400,2007,2,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4,0,111400,16,Medium (1.4–2.0L),6962.5,6.906754778648554,11.620882606475321,10+,peugeot 207,0,Peugeot,207,Normal,144000,-32600,0.125,199.8,58.76470588235294,Family,1,5463.955102040816,1680.4255319148936,0.32,256,0
140,KIA Sportage,10198,50028,2016,3,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6,0,50028,7,Medium (1.4–2.0L),7146.857142857143,9.2299469016151,10.820338127668798,6-10,kia sportage,0,Kia,Sportage,Normal,63000,-12972,0.42857142857142855,2039.6,1274.75,Family,1,7702.641975308642,9053.39393939394,0.32,49,0
141,Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 6,0,62402,4,Small (≤1.4L),15600.5,9.674074388208323,11.041352605125939,3-6,mercedes-benz a class,1,Mercedes,A Class,High,36000,26402,0.25,3180.0,3180.0,Family,1,7747.066666666667,12670.9,0.26,16,4
142,Citroen C3,1300,120000,2010,1,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,0,120000,13,Medium (1.4–2.0L),9230.76923076923,7.170119543449628,11.695247021764184,10+,citroen c3,0,Citroen,C3,Normal,117000,3000,0.07692307692307693,260.0,92.85714285714286,Family,1,4678.4838709677415,5786.2962962962965,0.32,169,0
143,Audi A6 Saloon,4250,95000,2006,3,Petrol,Saloon,3.1,Automatic,4.0,5.0,Euro 4,0,95000,17,Performance (3.0L+),5588.235294117647,8.354674261918463,11.461632170582678,10+,audi a6 saloon,1,Audi,A6 Saloon,Normal,153000,-58000,0.17647058823529413,850.0,236.11111111111111,Sedan,1,7717.627586206897,5123.833333333333,0.62,289,17
144,Toyota Yaris,2999,27682,2007,3,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4,0,27682,16,Small (≤1.4L),1730.125,8.00603417874901,10.228537661456647,10+,toyota yaris,0,Toyota,Yaris,Low,144000,-116318,0.1875,599.8,176.41176470588235,Family,1,5280.310160427807,5836.8375,0.26,256,0
145,BMW 1 Series,2495,89900,2007,4,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,0,89900,16,Medium (1.4–2.0L),5618.75,7.822044008185619,11.406453220459712,10+,bmw 1 series,1,Bmw,1 Series,Normal,144000,-54100,0.25,499.0,146.76470588235293,Family,1,8348.596226415095,5986.63829787234,0.32,256,16
146,Fiat 500,2499,80742,2011,3,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5,1,80742,12,Small (≤1.4L),6728.5,7.823645930834952,11.299014164969597,10+,fiat 500,0,Fiat,500,Normal,108000,-27258,0.25,624.75,192.23076923076923,Small,0,4115.359223300971,4646.0,0.3,144,0
147,SEAT Ibiza,2394,55926,2008,3,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,0,55926,15,Small (≤1.4L),3728.4,7.780720886117918,10.931784667289213,10+,seat ibiza,0,Seat,Ibiza,Low,135000,-79074,0.2,478.8,149.625,Small,1,4776.627118644068,3965.911111111111,0.27999999999999997,225,0
148,Hyundai i30,1999,105000,2010,7,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,0,105000,13,Small (≤1.4L),8076.923076923077,7.6004023345004,11.56171562913966,10+,hyundai i30,0,Hyundai,i30,Normal,117000,-12000,0.5384615384615384,399.8,142.78571428571428,Family,1,4997.118279569892,3320.5238095238096,0.27999999999999997,169,0
149,Mercedes-Benz M Class,2495,132000,2004,3,Petrol,SUV,3.7,Automatic,5.0,5.0,Euro 3,0,132000,19,Performance (3.0L+),6947.368421052632,7.822044008185619,11.790557201568507,10+,mercedes-benz m class,1,Mercedes,M Class,Normal,171000,-39000,0.15789473684210525,499.0,124.75,Family,1,7747.066666666667,6672.5,0.74,361,19
