,title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Has_Service_History,Mileage,Car_Age,Engine_Bin,Mileage_per_Year,Log_Price,Log_Mileage,Age_Band,title_lower,Is_Premium,Brand,Model,Usage_Level,Expected_Mileage,Mileage_Delta,Owners_per_Year,Price_per_Seat,Price_per_Year_Age,Door_Category,Is_Family_Car,Brand_Avg_Price,Model_Avg_Price,Engine_per_Seat,Car_Age_Squared,Premium_Age
957,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6,0,69690,4,Medium (1.4–2.0L),17422.5,9.893437216682626,11.151812114432564,3-6,bmw 3 series,1,Bmw,3 Series,High,36000,33690,0.25,3960.0,3960.0,Sedan,1,8348.596226415095,7892.3490566037735,0.4,16,4
958,Peugeot 508,7490,96000,2016,3,Diesel,Saloon,1.6,Manual,4.0,5.0,Euro 6,1,96000,7,Medium (1.4–2.0L),13714.285714285714,8.921324076511265,11.472103470449973,6-10,peugeot 508,0,Peugeot,508,High,63000,33000,0.42857142857142855,1498.0,936.25,Sedan,1,5463.955102040816,10833.5,0.32,49,0
959,Fiat 500,3745,81000,2012,3,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5,1,81000,11,Small (≤1.4L),7363.636363636364,8.22817689595132,11.302204433654575,10+,fiat 500,0,Fiat,500,Normal,99000,-18000,0.2727272727272727,936.25,312.0833333333333,Small,0,4115.359223300971,4646.0,0.3,121,0
960,Vauxhall Corsa,1800,102000,2010,3,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,0,102000,13,Small (≤1.4L),7846.153846153846,7.495541943884256,11.532728092266408,10+,vauxhall corsa,0,Vauxhall,Corsa,Normal,117000,-15000,0.23076923076923078,360.0,128.57142857142858,Small,1,4633.5329670329675,4975.198198198198,0.27999999999999997,169,0
961,Vauxhall Corsa,12000,20413,2020,3,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,0,20413,3,Small (≤1.4L),6804.333333333333,9.392661928770137,9.923927231773584,0-3,vauxhall corsa,0,Vauxhall,Corsa,Normal,27000,-6587,1.0,2400.0,3000.0,Family,1,4633.5329670329675,4975.198198198198,0.24,9,0
962,Volkswagen Golf,3495,82000,2007,3,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,1,82000,16,Medium (1.4–2.0L),5125.0,8.15908865466791,11.314474526246391,10+,volkswagen golf,0,Volkswagen,Golf,Normal,144000,-62000,0.1875,699.0,205.58823529411765,Family,1,6555.732824427481,5044.754716981132,0.32,256,0
963,BMW X5,6450,95000,2007,3,Diesel,SUV,3.0,Automatic,5.0,5.0,Euro 4,0,95000,16,Large (2.0–3.0L),5937.5,8.771835409789817,11.461632170582678,10+,bmw x5,1,Bmw,X5,Normal,144000,-49000,0.1875,1290.0,379.4117647058824,Family,1,8348.596226415095,5686.916666666667,0.6,256,16
964,Volkswagen EOS,4000,89600,2006,5,Petrol,Convertible,3.2,Automatic,2.0,4.0,Euro 4,0,89600,17,Performance (3.0L+),5270.588235294118,8.294049640102028,11.403110598963021,10+,volkswagen eos,0,Volkswagen,EOS,Normal,153000,-63400,0.29411764705882354,1000.0,222.22222222222223,Coupe,0,6555.732824427481,3626.6666666666665,0.8,289,0
965,Ford Focus,2200,147601,2005,3,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4,0,147601,18,Medium (1.4–2.0L),8200.055555555555,7.696212639346407,11.902267966193309,10+,ford focus,0,Ford,Focus,Normal,162000,-14399,0.16666666666666666,440.0,115.78947368421052,Family,1,4866.40931372549,4982.664596273292,0.32,324,0
966,BMW 3 Series,5999,112000,2004,5,Petrol,Coupe,3.0,Automatic,2.0,5.0,Euro 3,1,112000,19,Large (2.0–3.0L),5894.736842105263,8.699348067653093,11.626254150277232,10+,bmw 3 series,1,Bmw,3 Series,Normal,171000,-59000,0.2631578947368421,1199.8,299.95,Coupe,1,8348.596226415095,7892.3490566037735,0.6,361,19
967,Ford Fiesta,3495,85000,2009,5,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,0,85000,14,Small (≤1.4L),6071.428571428572,8.15908865466791,11.350406535472453,10+,ford fiesta,0,Ford,Fiesta,Normal,126000,-41000,0.35714285714285715,699.0,233.0,Family,1,4866.40931372549,4458.5078125,0.27999999999999997,196,0
968,Volkswagen Polo,3495,127000,2015,3,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6,0,127000,8,Small (≤1.4L),15875.0,8.15908865466791,11.751942365440728,6-10,volkswagen polo,0,Volkswagen,Polo,High,72000,55000,0.375,699.0,388.3333333333333,Small,1,6555.732824427481,5863.78125,0.2,64,0
969,Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6,0,56984,7,Medium (1.4–2.0L),8140.571428571428,9.169518377455928,10.95052580565819,6-10,peugeot 308 sw,0,Peugeot,308 SW,Normal,63000,-6016,0.5714285714285714,1920.0,1200.0,Family,1,5463.955102040816,9600.0,0.32,49,0
970,KIA Sportage,10198,50028,2016,3,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6,0,50028,7,Medium (1.4–2.0L),7146.857142857143,9.2299469016151,10.820338127668798,6-10,kia sportage,0,Kia,Sportage,Normal,63000,-12972,0.42857142857142855,2039.6,1274.75,Family,1,7702.641975308642,9053.39393939394,0.32,49,0
971,Ford Fiesta,2395,96651,2011,1,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 5,1,96651,12,Small (≤1.4L),8054.25,7.781138509845015,11.478861831194436,10+,ford fiesta,0,Ford,Fiesta,Normal,108000,-11349,0.08333333333333333,479.0,184.23076923076923,Small,1,4866.40931372549,4458.5078125,0.26,144,0
972,MINI Hatch,5950,105500,2012,1,Petrol,Hatchback,1.6,Automatic,3.0,4.0,Euro 5,0,105500,11,Medium (1.4–2.0L),9590.90909090909,8.691146498539675,11.566466231898259,10+,mini hatch,0,Mini,Hatch,Normal,99000,6500,0.09090909090909091,1487.5,495.8333333333333,Small,0,6480.1752577319585,6124.846153846154,0.4,121,0
