,Registration_Year,Fuel type,Body type,Engine,Gearbox,Emission Class,Car_Age,Mileage_per_Year,Log_Price,Log_Mileage,Brand,Model,Car_Age_Squared,Premium_Age,Mileage_Age_Interaction,Mileage_per_Age,Age_3_plus,Age_5_plus,Age_8_plus,Engine_Age,Engine_per_Year,Mileage_Ratio,Mileage_Above_Normal,Is_New,Is_Old,Lifecycle_Stage,Is_Early_Life,Is_Mid_Life,Is_End_of_Life,Remaining_Life,Depreciation_Phase,Brand_Tier,Brand_Strength,Brand_Residual_Score,Age_Adjusted_Mileage
2169,2005,Petrol,Hatchback,1.6,Manual,Euro 4,18,1578.2222222222222,8.069342366811636,10.254426074622923,Vauxhall,Astra,324,0,184.57966934321263,0.5397066355064697,15,13,10,28.8,0.08421052631578947,0.1315185185185185,-10421.777777777777,0,1,Late,0,0,1,0,1.2,Budget,0,0.0,10.254426074622923
2170,2012,Petrol,Hatchback,1.0,Manual,Euro 5,11,6518.181818181818,8.229511118964457,11.180246026587712,Kia,Picanto,121,0,122.98270629246483,0.9316871688823093,8,6,3,11.0,0.08333333333333333,0.5431818181818182,-5481.818181818182,0,1,Late,0,0,1,4,0.7333333333333333,Mid,1,0.08333333333333333,11.180246026587712
2171,2012,Diesel,Hatchback,2.0,Automatic,Euro 5,11,5454.545454545455,8.921190556249368,11.002099841204238,Mini,Hatch Cooper,121,0,121.02309825324662,0.9168416534336865,8,6,3,22.0,0.16666666666666666,0.4545454545454546,-6545.454545454545,0,1,Late,0,0,1,4,0.7333333333333333,Upper_Mid,2,0.16666666666666666,5.501049920602119
2172,2002,Petrol,Hatchback,1.6,Automatic,Euro 4,21,4515.952380952381,7.377758908227872,11.459893818418422,Vauxhall,Astra,441,0,240.65777018678688,0.5209042644735646,18,16,13,33.6,0.07272727272727274,0.37632936507936504,-7484.047619047619,0,1,Late,0,0,1,0,1.4,Budget,0,0.0,11.459893818418422
2173,2013,Petrol,Hatchback,1.0,Manual,Euro 5,10,6679.0,7.492760300922379,11.10930864771968,Chevrolet,Spark,100,0,111.09308647719679,1.009937149792698,7,5,2,10.0,0.09090909090909091,0.5565833333333333,-5321.0,0,1,Mid,0,1,0,5,0.6666666666666666,Mid,1,0.09090909090909091,11.10930864771968
2174,2015,Diesel,SUV,1.7,Manual,Euro 5,8,8068.5,8.84505705350085,11.075164412061245,Vauxhall,Mokka,64,0,88.60131529648996,1.2305738235623604,5,3,0,13.6,0.18888888888888888,0.672375,-3931.5,0,0,Mid,0,1,0,7,0.5333333333333333,Budget,0,0.0,11.075164412061245
2175,2014,Petrol,SUV,1.2,Manual,Euro 5,9,10224.0,8.76389700713946,11.429717753953536,Nissan,Qashqai,81,0,102.86745978558183,1.1429717753953537,6,4,1,10.799999999999999,0.12,0.852,-1776.0,0,0,Mid,0,1,0,6,0.6,Mid,1,0.1,11.429717753953536
2176,2002,Petrol,Hatchback,1.8,Manual,Euro 3,21,5067.619047619048,7.782807262839695,11.57514880815036,Audi,A3,441,21,243.07812497115754,0.5261431276431981,18,16,13,37.800000000000004,0.08181818181818182,0.4223015873015873,-6932.380952380952,0,1,Late,0,0,1,0,1.4,Premium,3,0.13636363636363635,3.85838293605012
2177,2017,Petrol,SUV,1.2,Manual,Euro 6,6,2915.8333333333335,9.638870753015343,9.769670404801788,Peugeot,3008,36,0,58.61802242881073,1.3956672006859698,3,1,0,7.199999999999999,0.17142857142857143,0.24298611111111112,-9084.166666666666,0,0,Mid,0,1,0,9,0.4,Mid,1,0.14285714285714285,9.769670404801788
2178,2019,Diesel,Hatchback,1.5,Automatic,Euro 6,4,14459.75,9.678467241209058,10.965418567609882,BMW,1 SERIES,16,4,43.86167427043953,2.1930837135219763,1,0,0,6.0,0.3,1.2049791666666667,2459.75,0,0,Early,1,0,0,11,0.26666666666666666,Premium,3,0.6000000000000001,3.6551395225366274
2179,2005,Petrol,Hatchback,1.2,Manual,Euro 4,18,4838.888888888889,7.546974117516527,11.374812162840596,Volkswagen,Polo,324,0,204.74661893113074,0.5986743243600314,15,13,10,21.599999999999998,0.06315789473684211,0.40324074074074073,-7161.111111111111,0,1,Late,0,0,1,0,1.2,Upper_Mid,2,0.10526315789473684,5.687406081420298
2180,2005,Petrol,Hatchback,1.6,Manual,Euro 4,18,1578.2222222222222,8.069342366811636,10.254426074622923,Vauxhall,Astra,324,0,184.57966934321263,0.5397066355064697,15,13,10,28.8,0.08421052631578947,0.1315185185185185,-10421.777777777777,0,1,Late,0,0,1,0,1.2,Budget,0,0.0,10.254426074622923
2181,2005,Petrol,Hatchback,1.6,Manual,Euro 4,18,1578.2222222222222,8.069342366811636,10.254426074622923,Vauxhall,Astra,324,0,184.57966934321263,0.5397066355064697,15,13,10,28.8,0.08421052631578947,0.1315185185185185,-10421.777777777777,0,1,Late,0,0,1,0,1.2,Budget,0,0.0,10.254426074622923
2182,2014,Diesel,SUV,2.0,Automatic,Euro 5,9,11466.666666666666,9.104424146384634,11.5444241320296,Audi,Q3,81,9,103.89981718826641,1.15444241320296,6,4,1,18.0,0.2,0.9555555555555555,-533.3333333333339,0,0,Mid,0,1,0,6,0.6,Premium,3,0.30000000000000004,3.8481413773432003
2183,2009,Diesel,SUV,3.0,Automatic,Euro 4,14,8000.0,9.000236434169777,11.626254150277232,Porsche,Cayenne,196,14,162.76755810388124,0.7750836100184821,11,9,6,42.0,0.2,0.6666666666666666,-4000.0,0,1,Late,0,0,1,1,0.9333333333333333,Premium,3,0.2,3.8754180500924105
2184,2021,Petrol Hybrid,SUV,1.6,Manual,Euro 6,2,12581.0,9.9281801651265,10.133090198911075,Hyundai,Tucson,4,0,20.26618039782215,3.3776967329703584,0,0,0,3.2,0.5333333333333333,1.0484166666666668,581.0,1,0,New,0,0,0,13,0.13333333333333333,Mid,1,0.3333333333333333,10.133090198911075
2185,2015,Diesel,SUV,2.2,Manual,Euro 5,8,10750.0,9.2098402469345,11.362102575235644,Honda,Cr-v,64,0,90.89682060188515,1.2624558416928493,5,3,0,17.6,0.24444444444444446,0.8958333333333334,-1250.0,0,0,Mid,0,1,0,7,0.5333333333333333,Upper_Mid,2,0.2222222222222222,5.681051287617822
2186,2013,Petrol,Hatchback,1.4,Manual,Euro 5,10,12063.5,8.303999970955196,11.700524736759547,Hyundai,i30,100,0,117.00524736759547,1.0636840669781407,7,5,2,14.0,0.12727272727272726,1.0052916666666667,63.5,0,1,Mid,0,1,0,5,0.6666666666666666,Mid,1,0.09090909090909091,11.700524736759547
2187,2014,Diesel,SUV,2.2,Manual,Euro 5,9,16222.222222222224,8.852950887099581,11.891361900690471,Hyundai,Santa FE,81,0,107.02225710621424,1.1891361900690471,6,4,1,19.8,0.22000000000000003,1.351851851851852,4222.222222222224,0,0,Mid,0,1,0,6,0.6,Mid,1,0.1,11.891361900690471
2188,2020,Diesel,Estate,1.5,Automatic,Euro 6,3,11075.0,9.844533409692458,10.411057883581446,Peugeot,508 SW,9,0,31.233173650744337,2.6027644708953614,0,0,0,4.5,0.375,0.9229166666666667,-925.0,0,0,Early,1,0,0,12,0.2,Mid,1,0.25,10.411057883581446
2189,2012,Petrol,Hatchback,1.3,Automatic,Euro 5,11,5494.363636363636,8.909235279192261,11.009373325170737,Toyota,Yaris,121,0,121.1031065768781,0.9174477770975614,8,6,3,14.3,0.10833333333333334,0.45786363636363636,-6505.636363636364,0,1,Late,0,0,1,4,0.7333333333333333,Upper_Mid,2,0.16666666666666666,5.504686662585368
2190,2007,Petrol,Hatchback,1.8,Manual,Euro 4,16,3262.5,7.718685495198466,10.86283777387073,Vauxhall,Vectra,256,0,173.80540438193168,0.6389904572865135,13,11,8,28.8,0.10588235294117647,0.271875,-8737.5,0,1,Late,0,0,1,0,1.0666666666666667,Budget,0,0.0,10.86283777387073
2191,2010,Petrol,Convertible,1.2,Manual,Euro 5,13,6768.153846153846,8.292798858200374,11.384932989894953,Fiat,500C,169,0,148.00412886863438,0.813209499278211,10,8,5,15.6,0.08571428571428572,0.5640128205128204,-5231.846153846154,0,1,Late,0,0,1,2,0.8666666666666667,Mid,1,0.07142857142857142,11.384932989894953
2192,2019,Petrol,Hatchback,1.5,Manual,Euro 6,4,22750.0,9.302919553269277,11.418614785498988,Ford,Focus,16,0,45.67445914199595,2.2837229570997977,1,0,0,6.0,0.3,1.8958333333333333,10750.0,0,0,Early,1,0,0,11,0.26666666666666666,Mid,1,0.2,11.418614785498988
2193,2011,Petrol,Hatchback,1.4,Manual,Euro 5,12,7166.666666666667,8.15908865466791,11.362102575235644,Hyundai,I30,144,0,136.34523090282772,0.8740078904027418,9,7,4,16.799999999999997,0.10769230769230768,0.5972222222222222,-4833.333333333333,0,1,Late,0,0,1,3,0.8,Mid,1,0.07692307692307693,11.362102575235644
2194,2014,Petrol,Hatchback,1.0,Manual,Euro 5,9,6261.666666666667,8.51699317141357,10.93942624667618,Skoda,Citigo,81,0,98.45483622008561,1.0939426246676178,6,4,1,9.0,0.1,0.5218055555555556,-5738.333333333333,0,0,Mid,0,1,0,6,0.6,Upper_Mid,2,0.2,5.46971312333809
2195,2012,Petrol,Hatchback,1.3,Manual,Euro 5,11,8522.90909090909,8.146129510025405,11.44840827693844,Ford,Fiesta,121,0,125.93249104632285,0.9540340230782034,8,6,3,14.3,0.10833333333333334,0.7102424242424241,-3477.09090909091,0,1,Late,0,0,1,4,0.7333333333333333,Mid,1,0.08333333333333333,11.44840827693844
2196,2016,Petrol,Estate,1.0,Manual,Euro 6,7,9857.142857142857,8.852950887099581,11.141861783579396,Skoda,Fabia,49,0,77.99303248505576,1.3927327229474245,4,2,0,7.0,0.125,0.8214285714285714,-2142.857142857143,0,0,Mid,0,1,0,8,0.4666666666666667,Upper_Mid,2,0.25,5.570930891789698
2197,2019,Diesel,SUV,1.5,Manual,Euro 6,4,10740.5,9.581903928408666,10.668071283033925,Peugeot,3008,16,0,42.6722851321357,2.133614256606785,1,0,0,6.0,0.3,0.8950416666666666,-1259.5,0,0,Early,1,0,0,11,0.26666666666666666,Mid,1,0.2,10.668071283033925
2198,2002,Petrol,Hatchback,1.4,Manual,Euro 3,21,5238.0952380952385,7.46737106691756,11.608235644774552,Honda,Civic,441,0,243.7729485402656,0.5276470747624796,18,16,13,29.4,0.06363636363636363,0.43650793650793657,-6761.9047619047615,0,1,Late,0,0,1,0,1.4,Upper_Mid,2,0.09090909090909091,5.804117822387276
2199,2012,Petrol,Hatchback,1.2,Manual,Euro 5,11,7000.0,8.25582842728183,11.25156070083582,Peugeot,208,121,0,123.76716770919401,0.937630058402985,8,6,3,13.2,0.09999999999999999,0.5833333333333334,-5000.0,0,1,Late,0,0,1,4,0.7333333333333333,Mid,1,0.08333333333333333,11.25156070083582
2200,2016,Petrol,Hatchback,1.3,Manual,Euro 6,7,10000.0,8.25582842728183,11.156250521031495,Ford,Fiesta,49,0,78.09375364722047,1.394531315128937,4,2,0,9.1,0.1625,0.8333333333333334,-2000.0,0,0,Mid,0,1,0,8,0.4666666666666667,Mid,1,0.125,11.156250521031495
2201,2014,Petrol,Hatchback,1.2,Manual,Euro 5,9,5555.555555555556,8.410720946905721,10.819778284410283,Vauxhall,Adam,81,0,97.37800455969256,1.0819778284410284,6,4,1,10.799999999999999,0.12,0.46296296296296297,-6444.444444444444,0,0,Mid,0,1,0,6,0.6,Budget,0,0.0,10.819778284410283
2202,2008,Petrol,Hatchback,1.3,Manual,Euro 4,15,5600.0,7.374629015218945,11.33857207782545,Mazda,Mazda2,225,0,170.07858116738174,0.7086607548640906,12,10,7,19.5,0.08125,0.4666666666666667,-6400.0,0,1,Late,0,0,1,0,1.0,Upper_Mid,2,0.125,5.669286038912725
2203,2010,Petrol,Hatchback,1.8,Manual,Euro 4,13,8595.461538461539,7.492760300922379,11.623938972319792,Ford,Focus,169,0,151.1112066401573,0.8302813551656995,10,8,5,23.400000000000002,0.1285714285714286,0.7162884615384616,-3404.538461538461,0,1,Late,0,0,1,2,0.8666666666666667,Mid,1,0.07142857142857142,11.623938972319792
2204,2017,Diesel,Coupe,2.0,Automatic,Euro 6,6,11433.833333333334,9.714443449981347,11.136091544536196,Audi,A5 DIESEL COUPE,36,6,66.81654926721717,1.590870220648028,3,1,0,12.0,0.2857142857142857,0.9528194444444444,-566.1666666666661,0,0,Mid,0,1,0,9,0.4,Premium,3,0.42857142857142855,3.7120305148453987
2205,2019,Petrol Hybrid,Hatchback,1.5,Automatic,Euro 6,4,12794.75,9.472704636443671,10.843084570640515,Toyota,Yaris,16,0,43.37233828256206,2.168616914128103,1,0,0,6.0,0.3,1.0662291666666666,794.75,0,0,Early,1,0,0,11,0.26666666666666666,Upper_Mid,2,0.4,5.421542285320258
2206,2008,Petrol,Hatchback,1.4,Manual,Euro 4,15,3377.866666666667,7.691656822810547,10.833049826603522,Peugeot,207,225,0,162.49574739905285,0.6770656141627202,12,10,7,21.0,0.0875,0.2814888888888889,-8622.133333333333,0,1,Late,0,0,1,0,1.0,Mid,1,0.0625,10.833049826603522
2207,2011,Diesel,SUV,2.2,Manual,Euro 5,12,7100.583333333333,7.598399329323964,11.352838869066904,Land Rover,Rover Freelander 2,144,12,136.23406642880286,0.873295297620531,9,7,4,26.400000000000002,0.16923076923076924,0.5917152777777778,-4899.416666666667,0,1,Late,0,0,1,3,0.8,Premium,3,0.23076923076923078,3.7842796230223015
2208,2009,Petrol,Hatchback,1.4,Manual,Euro 4,14,6624.357142857143,7.598399329323964,11.437565940721049,Vauxhall,Corsa,196,0,160.1259231700947,0.76250439604807,11,9,6,19.599999999999998,0.09333333333333332,0.5520297619047619,-5375.642857142857,0,1,Late,0,0,1,1,0.9333333333333333,Budget,0,0.0,11.437565940721049
2209,2013,Petrol,Hatchback,1.4,Manual,Euro 5,10,11474.1,8.15908865466791,11.65043269347434,Vauxhall,Adam,100,0,116.5043269347434,1.0591302448613036,7,5,2,14.0,0.12727272727272726,0.956175,-525.8999999999996,0,1,Mid,0,1,0,5,0.6666666666666666,Budget,0,0.0,11.65043269347434
2210,2012,Diesel,Hatchback,1.6,Manual,Euro 5,11,10454.545454545454,8.229511118964457,11.652687407345388,Skoda,Fabia,121,0,128.17956148079926,0.971057283945449,8,6,3,17.6,0.13333333333333333,0.8712121212121212,-1545.454545454546,0,1,Late,0,0,1,4,0.7333333333333333,Upper_Mid,2,0.16666666666666666,5.826343703672694
2211,2015,Diesel,SUV,1.4,Manual,Euro 5,8,11842.625,8.15908865466791,11.458902131625752,Peugeot,2008,64,0,91.67121705300602,1.2732113479584168,5,3,0,11.2,0.15555555555555556,0.9868854166666666,-157.375,0,0,Mid,0,1,0,7,0.5333333333333333,Mid,1,0.1111111111111111,11.458902131625752
2212,2011,Petrol,Hatchback,1.2,Manual,Euro 4,12,8395.083333333334,7.598399329323964,11.520308145793951,Ford,KA,144,0,138.24369774952743,0.8861775496764578,9,7,4,14.399999999999999,0.0923076923076923,0.6995902777777778,-3604.916666666666,0,1,Late,0,0,1,3,0.8,Mid,1,0.07692307692307693,11.520308145793951
2213,2005,Diesel,Coupe,2.0,Manual,Euro 4,18,9611.444444444443,7.575584651557793,12.061081554959433,BMW,3 Series,324,18,217.09946798926978,0.6347937660504964,15,13,10,36.0,0.10526315789473684,0.8009537037037037,-2388.5555555555566,0,1,Late,0,0,1,0,1.2,Premium,3,0.15789473684210525,4.020360518319811
2214,2015,Petrol,Hatchback,1.2,Manual,Euro 6,8,9754.125,8.354674261918463,11.264887093123,Fiat,500,64,0,90.119096744984,1.2516541214581112,5,3,0,9.6,0.13333333333333333,0.81284375,-2245.875,0,0,Mid,0,1,0,7,0.5333333333333333,Mid,1,0.1111111111111111,11.264887093123
2215,2019,Petrol Hybrid,Hatchback,1.5,Automatic,Euro 6,4,12794.75,9.472704636443671,10.843084570640515,Toyota,Yaris,16,0,43.37233828256206,2.168616914128103,1,0,0,6.0,0.3,1.0662291666666666,794.75,0,0,Early,1,0,0,11,0.26666666666666666,Upper_Mid,2,0.4,5.421542285320258
2216,2019,Petrol,Hatchback,1.0,Manual,Euro 6,4,4105.0,9.277999020449997,9.70625538300642,Toyota,Aygo,16,0,38.82502153202568,1.941251076601284,1,0,0,4.0,0.2,0.34208333333333335,-7895.0,0,0,Early,1,0,0,11,0.26666666666666666,Upper_Mid,2,0.4,4.85312769150321
2217,2010,Petrol,Hatchback,1.2,Manual,Euro 4,13,9133.923076923076,7.309881485824787,11.684699929551035,Renault,Twingo,169,0,151.90109908416346,0.8346214235393596,10,8,5,15.6,0.08571428571428572,0.7611602564102563,-2866.076923076924,0,1,Late,0,0,1,2,0.8666666666666667,Mid,1,0.07142857142857142,11.684699929551035
2218,2007,Petrol,Hatchback,2.0,Manual,Euro 4,16,3614.1875,7.9355873855892,10.96521107361782,Vauxhall,Vectra,256,0,175.4433771778851,0.6450124160951658,13,11,8,32.0,0.11764705882352941,0.30118229166666666,-8385.8125,0,1,Late,0,0,1,0,1.0666666666666667,Budget,0,0.0,10.96521107361782
2219,2007,Petrol,Hatchback,1.4,Manual,Euro 4,16,5483.875,7.492760300922379,11.38215596908088,Ford,Fusion,256,0,182.1144955052941,0.6695385864165224,13,11,8,22.4,0.08235294117647059,0.45698958333333334,-6516.125,0,1,Late,0,0,1,0,1.0666666666666667,Mid,1,0.058823529411764705,11.38215596908088
2220,2014,Diesel,Hatchback,1.3,Manual,Euro 5,9,8386.0,8.411832675758411,11.231543505066927,Vauxhall,Corsa,81,0,101.08389154560234,1.1231543505066928,6,4,1,11.700000000000001,0.13,0.6988333333333333,-3614.0,0,0,Mid,0,1,0,6,0.6,Budget,0,0.0,11.231543505066927
2221,2002,Diesel,Hatchback,1.5,Manual,Euro 3,21,6380.952380952381,7.0431599159883405,11.805595078933049,Renault,Clio,441,0,247.91749665759403,0.5366179581333204,18,16,13,31.5,0.06818181818181818,0.5317460317460317,-5619.047619047619,0,1,Late,0,0,1,0,1.4,Mid,1,0.045454545454545456,11.805595078933049
2222,2011,Petrol,Hatchback,1.2,Manual,Euro 5,12,5000.0,8.216088098632316,11.002099841204238,Vauxhall,Corsa,144,0,132.02519809445084,0.8463153724003261,9,7,4,14.399999999999999,0.0923076923076923,0.4166666666666667,-7000.0,0,1,Late,0,0,1,3,0.8,Budget,0,0.0,11.002099841204238
2223,2013,Petrol,Hatchback,1.0,Manual,Euro 5,10,8765.0,8.516192691082654,11.38110689034938,Ford,Fiesta,100,0,113.8110689034938,1.0346460809408529,7,5,2,10.0,0.09090909090909091,0.7304166666666667,-3235.0,0,1,Mid,0,1,0,5,0.6666666666666666,Mid,1,0.09090909090909091,11.38110689034938
2224,2011,Petrol,Hatchback,1.2,Manual,Euro 5,12,5441.666666666667,7.919356190660617,11.086747315264525,Vauxhall,Corsa,144,0,133.0409677831743,0.8528267165588096,9,7,4,14.399999999999999,0.0923076923076923,0.4534722222222222,-6558.333333333333,0,1,Late,0,0,1,3,0.8,Budget,0,0.0,11.086747315264525
2225,2014,Diesel,Hatchback,1.6,Manual,Euro 5,9,7952.111111111111,8.465899897028686,11.178417298300252,Skoda,Rapid,81,0,100.60575568470226,1.1178417298300252,6,4,1,14.4,0.16,0.662675925925926,-4047.8888888888887,0,0,Mid,0,1,0,6,0.6,Upper_Mid,2,0.2,5.589208649150126
2226,2017,Petrol,Hatchback,1.4,Manual,Euro 6,6,16216.666666666666,8.517193191416238,11.485554268174097,Vauxhall,Astra,36,0,68.91332560904458,1.6407934668820139,3,1,0,8.399999999999999,0.19999999999999998,1.3513888888888888,4216.666666666666,0,0,Mid,0,1,0,9,0.4,Budget,0,0.0,11.485554268174097
2227,2007,Diesel,Estate,2.1,Automatic,Euro 4,16,8437.5,7.822044008185619,11.813030057420567,Mercedes,C Class,256,16,189.00848091872908,0.6948841210247393,13,11,8,33.6,0.12352941176470589,0.703125,-3562.5,0,1,Late,0,0,1,0,1.0666666666666667,Premium,3,0.1764705882352941,3.937676685806856
2228,2019,Petrol,Hatchback,1.0,Manual,Euro 6,4,4105.0,9.277999020449997,9.70625538300642,Toyota,Aygo,16,0,38.82502153202568,1.941251076601284,1,0,0,4.0,0.2,0.34208333333333335,-7895.0,0,0,Early,1,0,0,11,0.26666666666666666,Upper_Mid,2,0.4,4.85312769150321
2229,2021,Petrol,Hatchback,1.0,Manual,Euro 6,2,24954.0,9.383452989684828,10.817936589530913,Renault,Clio,4,0,21.635873179061825,3.6059788631769707,0,0,0,2.0,0.3333333333333333,2.0795,12954.0,1,0,New,0,0,0,13,0.13333333333333333,Mid,1,0.3333333333333333,10.817936589530913
2230,2008,Diesel,SUV,2.2,Manual,Euro 4,15,10266.666666666666,7.546974117516527,11.944707881395766,Honda,Cr-v,225,0,179.1706182209365,0.7465442425872354,12,10,7,33.0,0.1375,0.8555555555555555,-1733.333333333334,0,1,Late,0,0,1,0,1.0,Upper_Mid,2,0.125,5.972353940697883
2231,2018,Diesel,Hatchback,1.6,Manual,Euro 6,5,19818.8,8.731497794063243,11.503824173581023,Kia,Ceed,25,0,57.519120867905116,1.9173040289301706,2,0,0,8.0,0.26666666666666666,1.6515666666666666,7818.799999999999,0,0,Early,1,0,0,10,0.3333333333333333,Mid,1,0.16666666666666666,11.503824173581023
2232,2009,Petrol,Hatchback,1.4,Manual,Euro 4,14,5678.571428571428,7.695757990554761,11.283512300642425,Peugeot,207,196,0,157.96917220899394,0.7522341533761616,11,9,6,19.599999999999998,0.09333333333333332,0.4732142857142857,-6321.428571428572,0,1,Late,0,0,1,1,0.9333333333333333,Mid,1,0.06666666666666667,11.283512300642425
2233,2012,Diesel,Hatchback,2.0,Manual,Euro 5,11,16272.727272727272,8.213381737034572,12.095141084822892,Volkswagen,Scirocco,121,0,133.0465519330518,1.007928423735241,8,6,3,22.0,0.16666666666666666,1.356060606060606,4272.727272727272,0,1,Late,0,0,1,4,0.7333333333333333,Upper_Mid,2,0.16666666666666666,6.047570542411446
2234,2013,Diesel,Hatchback,1.6,Manual,Euro 5,10,9815.9,8.294049640102028,11.49434389188384,Ford,Focus,100,0,114.94343891883841,1.0449403538076218,7,5,2,16.0,0.14545454545454548,0.8179916666666667,-2184.1000000000004,0,1,Mid,0,1,0,5,0.6666666666666666,Mid,1,0.09090909090909091,11.49434389188384
2235,2015,Diesel,Hatchback,1.6,Manual,Euro 5,8,16048.25,8.45531778769815,11.762796630025417,Seat,Leon,64,0,94.10237304020333,1.3069774033361574,5,3,0,12.8,0.17777777777777778,1.3373541666666666,4048.25,0,0,Mid,0,1,0,7,0.5333333333333333,Upper_Mid,2,0.2222222222222222,5.881398315012708
2236,2010,Petrol,SUV,1.6,Manual,Euro 5,13,9582.153846153846,8.29154650988391,11.73260703052126,Kia,Sportage,169,0,152.52389139677638,0.8380433593229472,10,8,5,20.8,0.1142857142857143,0.7985128205128205,-2417.8461538461543,0,1,Late,0,0,1,2,0.8666666666666667,Mid,1,0.07142857142857142,11.73260703052126
2237,2009,Petrol,Hatchback,2.0,Manual,Euro 4,14,4642.857142857143,8.697846691109495,11.082142548877776,Audi,A3,196,14,155.14999568428885,0.7388095032585185,11,9,6,28.0,0.13333333333333333,0.3869047619047619,-7357.142857142857,0,1,Late,0,0,1,1,0.9333333333333333,Premium,3,0.2,3.694047516292592
2238,2015,Petrol,Hatchback,1.2,Manual,Euro 6,8,9754.125,8.354674261918463,11.264887093123,Fiat,500,64,0,90.119096744984,1.2516541214581112,5,3,0,9.6,0.13333333333333333,0.81284375,-2245.875,0,0,Mid,0,1,0,7,0.5333333333333333,Mid,1,0.1111111111111111,11.264887093123
2239,2021,Petrol,Hatchback,1.0,Manual,Euro 6,2,24954.0,9.383452989684828,10.817936589530913,Renault,Clio,4,0,21.635873179061825,3.6059788631769707,0,0,0,2.0,0.3333333333333333,2.0795,12954.0,1,0,New,0,0,0,13,0.13333333333333333,Mid,1,0.3333333333333333,10.817936589530913
2240,2013,Petrol,Hatchback,1.2,Manual,Euro 5,10,10650.0,8.086410275323782,11.575900264131617,Peugeot,208,100,0,115.75900264131617,1.0523545694665106,7,5,2,12.0,0.10909090909090909,0.8875,-1350.0,0,1,Mid,0,1,0,5,0.6666666666666666,Mid,1,0.09090909090909091,11.575900264131617
2241,2010,Diesel,SUV,2.2,Automatic,Euro 4,13,7088.307692307692,8.573573524852344,11.431151259118543,Land Rover,Rover Freelander 2,169,13,148.60496636854106,0.8165108042227531,10,8,5,28.6,0.15714285714285717,0.5906923076923077,-4911.692307692308,0,1,Late,0,0,1,2,0.8666666666666667,Premium,3,0.21428571428571427,3.8103837530395146
2242,2005,Petrol,Hatchback,1.3,Manual,Euro 4,18,5222.222222222223,7.405495663199472,11.451050061252142,Ford,Fiesta,324,0,206.11890110253856,0.60268684532906,15,13,10,23.400000000000002,0.06842105263157895,0.43518518518518523,-6777.777777777777,0,1,Late,0,0,1,0,1.2,Mid,1,0.05263157894736842,11.451050061252142
2243,2013,Petrol,SUV,1.6,Manual,Euro 5,10,7981.4,8.843470781627381,11.28745420664684,Nissan,Qashqai Hatchback Special Editions,100,0,112.87454206646841,1.0261322006042581,7,5,2,16.0,0.14545454545454548,0.6651166666666667,-4018.6000000000004,0,1,Mid,0,1,0,5,0.6666666666666666,Mid,1,0.09090909090909091,11.28745420664684
2244,2008,Petrol,Convertible,1.8,Manual,Euro 4,15,5866.666666666667,8.229511118964457,11.385092093460344,Audi,A4 Cabriolet,225,15,170.77638140190516,0.7115682558412715,12,10,7,27.0,0.1125,0.48888888888888893,-6133.333333333333,0,1,Late,0,0,1,0,1.0,Premium,3,0.1875,3.7950306978201147
2245,2014,Petrol,Hatchback,1.2,Manual,Euro 5,9,9777.777777777776,8.294049640102028,11.385092093460344,Volkswagen,Polo,81,0,102.4658288411431,1.1385092093460343,6,4,1,10.799999999999999,0.12,0.8148148148148147,-2222.2222222222244,0,0,Mid,0,1,0,6,0.6,Upper_Mid,2,0.2,5.692546046730172
2246,2010,Petrol,MPV,1.6,Manual,Euro 5,13,5538.461538461538,7.820037989458753,11.184421397998191,Renault,Scenic,169,0,145.39747817397648,0.7988872427141566,10,8,5,20.8,0.1142857142857143,0.4615384615384615,-6461.538461538462,0,1,Late,0,0,1,2,0.8666666666666667,Mid,1,0.07142857142857142,11.184421397998191
2247,2013,Diesel,SUV,1.5,Manual,Euro 5,10,10700.0,8.294049640102028,11.580584113444043,Nissan,Juke,100,0,115.80584113444044,1.0527803739494586,7,5,2,15.0,0.13636363636363635,0.8916666666666667,-1300.0,0,1,Mid,0,1,0,5,0.6666666666666666,Mid,1,0.09090909090909091,11.580584113444043
2248,2019,Diesel,Hatchback,2.0,Manual,Euro 6,4,14488.0,9.392245175273796,10.96737036068314,Vauxhall,Insignia Grand Sport,16,0,43.86948144273256,2.193474072136628,1,0,0,8.0,0.4,1.2073333333333334,2488.0,0,0,Early,1,0,0,11,0.26666666666666666,Budget,0,0.0,10.96737036068314
2249,2017,Petrol,Hatchback,1.1,Manual,Euro 6,6,12405.666666666666,8.7787879291047,11.21766810568071,Renault,Clio,36,0,67.30600863408426,1.6025240150972444,3,1,0,6.6000000000000005,0.15714285714285717,1.0338055555555554,405.66666666666606,0,0,Mid,0,1,0,9,0.4,Mid,1,0.14285714285714285,11.21766810568071
2250,2019,Petrol Hybrid,Hatchback,1.5,Automatic,Euro 6,4,12794.75,9.472704636443671,10.843084570640515,Toyota,Yaris,16,0,43.37233828256206,2.168616914128103,1,0,0,6.0,0.3,1.0662291666666666,794.75,0,0,Early,1,0,0,11,0.26666666666666666,Upper_Mid,2,0.4,5.421542285320258
2251,2009,Diesel,Hatchback,2.0,Manual,Euro 4,14,7212.071428571428,7.729735331385051,11.52256881801746,Ford,Focus,196,0,161.31596345224443,0.7681712545344973,11,9,6,28.0,0.13333333333333333,0.6010059523809523,-4787.928571428572,0,1,Late,0,0,1,1,0.9333333333333333,Mid,1,0.06666666666666667,11.52256881801746
